title,genres
Don't Tell Mom the Babysitter's Dead (1991),Comedy
"Officer and a Gentleman, An (1982)",Drama|Romance
"Alamo, The (1960)",Action|Drama|War|Western
At Close Range (1986),Crime|Drama
Breaker! Breaker! (1977),Action|Adventure|Crime
Breakheart Pass (1975),Western
Friendly Persuasion (1956),Drama
Gettysburg (1993),Drama|War
Imaginary Crimes (1994),Drama
Rancho Deluxe (1975),Comedy|Western
"St. Francisville Experiment, The (2000)",Horror|Thriller
Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
Antitrust (2001),Crime|Drama|Thriller
Double Take (2001),Action|Comedy
Save the Last Dance (2001),Drama|Romance
Panic (2000),Drama
"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
Kids World (2000),Adventure|Children|Comedy
"Personals, The (Zheng hun qi shi) (1998)",Drama
"Amati Girls, The (2000)",Drama
Love Field (1992),Drama
The Man in the Moon (1991),Drama|Romance
Mystic Pizza (1988),Comedy|Drama|Romance
Prelude to a Kiss (1992),Comedy|Drama|Romance
Coffy (1973),Action|Crime|Thriller
Foxy Brown (1974),Action|Crime|Drama
I'm Gonna Git You Sucka (1988),Action|Comedy
Untamed Heart (1993),Drama|Romance
Sugar & Spice (2001),Comedy
"Wedding Planner, The (2001)",Comedy|Romance
Amy (1998),Comedy|Drama
Dog Run (1996),Drama
Faithless (Trolösa) (2000),Drama|Romance
"Invisible Circus, The (2001)",Drama|Romance
"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
"Monkey's Tale, A (Château des singes, Le) (1999)",Animation|Children
Two Ninas (1999),Comedy|Romance
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
Amazing Grace and Chuck (1987),Drama
Amazon Women on the Moon (1987),Comedy|Sci-Fi
Baby Boom (1987),Comedy
Back to the Beach (1987),Comedy
Barfly (1987),Comedy|Drama|Romance
Best Seller (1987),Thriller
Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller
Big Shots (1987),Adventure|Children|Comedy
"Big Town, The (1987)",Drama|Romance|Thriller
Born in East L.A. (1987),Comedy
"Brave Little Toaster, The (1987)",Animation|Children
Can't Buy Me Love (1987),Comedy|Romance
Cherry 2000 (1987),Romance|Sci-Fi
Cop (1988),Thriller
Critical Condition (1987),Comedy
Cry Freedom (1987),Drama
"Curse, The (a.k.a. The Farm) (1987)",Horror|Sci-Fi
Dead of Winter (1987),Horror|Thriller
"Dead, The (1987)",Drama
Death Before Dishonor (1987),Action|Drama
Disorderlies (1987),Comedy
Dogs in Space (1987),Drama
Eddie Murphy Raw (1987),Comedy|Documentary
Empire of the Sun (1987),Action|Adventure|Drama|War
Ernest Goes to Camp (1987),Comedy
"Evil Dead, The (1981)",Fantasy|Horror|Thriller
Extreme Prejudice (1987),Action|Crime|Drama|Thriller|Western
Family Viewing (1987),Drama
Five Corners (1987),Drama
Flowers in the Attic (1987),Drama|Thriller
"Fourth Protocol, The (1987)",Thriller
Gardens of Stone (1987),Drama|War
Julia and Julia (Giulia e Giulia) (1987),Drama|Mystery|Thriller
"Glass Menagerie, The (1987)",Drama
"Good Morning, Babylon (1987)",Drama
Hiding Out (1987),Comedy
Hollywood Shuffle (1987),Comedy
Hope and Glory (1987),Drama
Hot Pursuit (1987),Comedy
Housekeeping (1987),Comedy|Drama
Hunk (1987),Comedy
Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
Ironweed (1987),Drama
Ishtar (1987),Comedy
Jaws: The Revenge (1987),Horror|Thriller
Leonard Part 6 (1987),Comedy|Sci-Fi
Less Than Zero (1987),Drama
"Like Father, Like Son (1987)",Comedy
"Lost Boys, The (1987)",Comedy|Horror|Thriller
Made in Heaven (1987),Fantasy|Romance
Maid to Order (1987),Comedy|Fantasy
Making Mr. Right (1987),Comedy|Romance|Sci-Fi
Mannequin (1987),Comedy|Romance
Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
Million Dollar Mystery (1987),Comedy
"Monster Squad, The (1987)",Adventure|Comedy|Horror
"Month in the Country, A (1987)",Drama
Morgan Stewart's Coming Home (1987),Comedy
My Demon Lover (1987),Comedy|Horror
No Man's Land (1987),Crime|Drama
North Shore (1987),Drama|Romance
Head Over Heels (2001),Comedy|Romance
Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller
Valentine (2001),Horror|Mystery
In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
Fever (1999),Thriller
"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance
Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance
Hannibal (2001),Horror|Thriller
Saving Silverman (Evil Woman) (2001),Comedy|Romance
Signs & Wonders (2001),Drama
"Taste of Others, The (Le goût des autres) (2000)",Comedy|Drama|Romance
Vatel (2000),Drama
Down to Earth (2001),Comedy|Fantasy|Romance
Recess: School's Out (2001),Animation|Children
Sweet November (2001),Drama|Romance
Company Man (2000),Comedy
"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance
Monkeybone (2001),Animation|Comedy|Fantasy
3000 Miles to Graceland (2001),Action|Thriller
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance
"Mexican, The (2001)",Action|Comedy
See Spot Run (2001),Comedy
Carman: The Champion (2001),Action|Drama
"Caveman's Valentine, The (2001)",Drama
"Me You Them (Eu, Tu, Eles) (2000)",Comedy|Drama|Romance
Series 7: The Contenders (2001),Action|Drama
15 Minutes (2001),Thriller
Get Over It (2001),Comedy|Romance
Blow Dry (a.k.a. Never Better) (2001),Comedy
Hit and Runway (1999),Comedy
Long Night's Journey Into Day (2000),Documentary
Simon Magus (1999),Drama|Fantasy|Mystery|Romance
When Brendan Met Trudy (2000),Comedy|Romance
Avalon (1990),Drama
Gray's Anatomy (1996),Comedy|Drama
Madadayo (a.k.a. Not Yet) (1993),Drama
"Mirror Crack'd, The (1980)",Crime|Mystery|Thriller
Of Mice and Men (1939),Drama
Pixote (1981),Drama
Reform School Girls (1986),Action|Drama
Tapeheads (1988),Comedy
Tuff Turf (1985),Drama
"Unbelievable Truth, The (1989)",Comedy|Drama
"Bishop's Wife, The (1947)",Comedy|Drama|Romance
Elvis: That's the Way It Is (1970),Documentary
"Fortune Cookie, The (1966)",Comedy|Drama|Romance
Lilies of the Field (1963),Drama
Hans Christian Andersen (1952),Children|Musical
"Greatest Story Ever Told, The (1965)",Drama
Elmer Gantry (1960),Drama
Alfie (1966),Comedy|Drama|Romance
Demetrius and the Gladiators (1954),Drama
"Fantasticks, The (1995)",Musical
I Know Where I'm Going! (1945),Drama|Romance|War
"Abominable Dr. Phibes, The (1971)",Horror|Mystery
"Die, Monster, Die! (1965)",Horror|Mystery|Sci-Fi
Real Life (1979),Comedy
Battle Beyond the Stars (1980),Sci-Fi
Death Warrant (1990),Action
Double Impact (1991),Action
"End, The (1978)",Comedy
Fuzz (1972),Drama
Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama
Losin' It (1983),Comedy
Mermaids (1990),Comedy|Drama|Romance
"Mighty Quinn, The (1989)",Crime|Mystery
Navy Seals (1990),Action|Adventure|War
Unmade Beds (1997),Documentary
Rated X (2000),Drama
Manhunter (1986),Action|Crime|Drama|Horror|Thriller
Reversal of Fortune (1990),Drama
Death on the Nile (1978),Crime|Mystery
Deepstar Six (1989),Horror|Sci-Fi|Thriller
Revenge of the Nerds (1984),Comedy
Revenge of the Nerds II: Nerds in Paradise (1987),Comedy
Longtime Companion (1990),Drama
4 Little Girls (1997),Documentary
River's Edge (1986),Crime|Drama
Girls Just Want to Have Fun (1985),Comedy
"Longest Yard, The (1974)",Comedy
Necessary Roughness (1991),Comedy
C.H.U.D. (1984),Horror
Enemy at the Gates (2001),Drama|War
Exit Wounds (2001),Action|Thriller
"Dish, The (2001)",Comedy
Memento (2000),Mystery|Thriller
"Brothers, The (2001)",Comedy|Drama
Heartbreakers (2001),Comedy|Crime|Romance
Say It Isn't So (2001),Comedy|Romance
Too Much Sleep (1997),Comedy
Someone Like You (2001),Comedy|Romance
Spy Kids (2001),Action|Adventure|Children|Comedy
Tomcats (2001),Comedy
"Tailor of Panama, The (2001)",Drama|Thriller
Amores Perros (Love's a Bitch) (2000),Drama|Thriller
Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary
Along Came a Spider (2001),Action|Crime|Mystery|Thriller
Blow (2001),Crime|Drama
Just Visiting (2001),Comedy|Fantasy
Pokémon 3: The Movie (2001),Animation|Children
Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
Brigham City (2001),Crime|Drama|Mystery
"Day I Became a Woman, The (Roozi khe zan shodam) (2000)",Drama
Shadow Magic (2000),Drama|Romance
Bridget Jones's Diary (2001),Comedy|Drama|Romance
Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
Josie and the Pussycats (2001),Comedy
Kingdom Come (2001),Comedy
"Body, The (2001)",Drama|Sci-Fi
Chopper (2000),Drama|Thriller
"Circle, The (Dayereh) (2000)",Drama
Lakeboat (2000),Comedy
Crocodile Dundee in Los Angeles (2001),Comedy|Drama
Freddy Got Fingered (2001),Comedy
"Center of the World, The (2001)",Drama
"Girl, The (2000)",Drama|Mystery|Romance
"Low Down, The (2000)",Drama
"Luzhin Defence, The (2000)",Drama|Romance
"Visit, The (2000)",Drama
Lilies (1996),Drama|Fantasy|Romance
Scarface (1983),Action|Crime|Drama
Days of Wine and Roses (1962),Drama
Driven (2001),Action|Thriller
"Forsaken, The (2001)",Horror
One Night at McCool's (2001),Comedy
Town & Country (2001),Comedy
Rat (2000),Comedy|Drama|Romance
"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
Eureka (Yurîka) (2000),Drama
Tuvalu (1999),Comedy
Under the Sand (2000),Drama
Cleopatra (1963),Drama|Romance
Krull (1983),Action|Adventure|Fantasy|Sci-Fi
Lost in America (1985),Comedy
"Lost World, The (1925)",Adventure|Sci-Fi
Triumph of the Will (Triumph des Willens) (1934),Documentary
True Believer (1989),Crime
"World According to Garp, The (1982)",Comedy|Drama|Romance
Candy (1968),Comedy
Fellini Satyricon (1969),Drama|Fantasy
Fellini's Roma (Roma) (1972),Drama
Frankie and Johnny (1966),Comedy
Frankie and Johnny (1991),Comedy|Romance
"Home of Our Own, A (1993)",Drama
Paris When It Sizzles (1964),Comedy|Romance
Pola X (1999),Drama|Romance
"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama
For the Boys (1991),Comedy|Drama|Musical
Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime
Norma Rae (1979),Drama
Summer Rental (1985),Comedy
"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical
Backtrack (Catchfire) (1990),Action|Drama|Thriller
Love Story (1970),Drama|Romance
Pelle the Conqueror (Pelle erobreren) (1987),Drama
Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
"Knight's Tale, A (2001)",Action|Comedy|Romance
Bread and Roses (2000),Drama
Calle 54 (2000),Documentary|Musical
"King Is Alive, The (2000)",Drama
Sordid Lives (2000),Comedy
Startup.com (2001),Documentary
Angel Eyes (2001),Romance|Thriller
Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
"Fast Food, Fast Women (2000)",Comedy|Romance
Moulin Rouge (2001),Drama|Musical|Romance
Petits Freres (Petits Frères) (1999),Drama
Pearl Harbor (2001),Action|Drama|Romance|War
Bloody Angels (1732 Høtten: Marerittet har et postnummer) (1998),Thriller
Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama
"Man Who Cried, The (2000)",Drama
Our Song (2000),Drama
Gabriela (2001),Comedy|Drama|Romance
Ice Castles (1978),Drama
Love Potion #9 (1992),Comedy|Romance
Postcards From the Edge (1990),Comedy|Drama
Apache (1954),Western
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)",Comedy|Western
City Slickers (1991),Comedy|Western
Eight Men Out (1988),Drama
"Horse Soldiers, The (1959)",Adventure|War|Western
"Kentuckian, The (1955)",Drama|Western
"Night, The (Notte, La) (1960)",Drama
Mississippi Burning (1988),Crime|Drama|Thriller
"Magnificent Seven, The (1960)",Adventure|Western
"Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)",Western
Rio Bravo (1959),Western
"Scarlet Empress, The (1934)",Drama
Semi-Tough (1978),Comedy
Suspect (1987),Crime|Drama|Thriller
Throw Momma from the Train (1987),Comedy|Crime
Yi Yi (2000),Drama
Midnight Madness (1980),Comedy
Nightwatch (Nattevagten) (1994),Horror|Thriller
"Sand Pebbles, The (1966)",Drama|Romance|War
Twelve O'Clock High (1949),Drama|War
Von Ryan's Express (1965),Action|Adventure|Drama|War
"Animal, The (2001)",Comedy
What's the Worst That Could Happen? (2001),Comedy
Big Eden (2000),Drama|Romance
Evolution (2001),Comedy|Sci-Fi
Swordfish (2001),Action|Crime|Drama
"Anniversary Party, The (2001)",Drama
Bride of the Wind (2001),Drama|Musical|Romance
Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
Whatever Happened to Harold Smith? (1999),Comedy
Catch-22 (1970),Comedy|War
Forgotten Silver (1996),Comedy|Documentary
Point Break (1991),Action|Crime|Thriller
Shag (1989),Comedy|Drama
Uncommon Valor (1983),Action|War
Unlawful Entry (1992),Crime|Thriller
Youngblood (1986),Action|Drama
Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
How to Marry a Millionaire (1953),Comedy|Drama|Romance
Macabre (1958),Horror|Thriller
"Seven Year Itch, The (1955)",Comedy
There's No Business Like Show Business (1954),Musical
Tootsie (1982),Comedy|Romance
"Boys Next Door, The (1986)",Crime|Drama
Too Late the Hero (1970),Action|War
"Trio, The (Trio, Das) (1998)",Drama|Romance
Pavilion of Women (2000),Drama
Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
Lara Croft: Tomb Raider (2001),Action|Adventure
Dr. Dolittle 2 (2001),Comedy
"Fast and the Furious, The (2001)",Action|Crime|Thriller
A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
Baby Boy (2001),Crime|Drama
Crazy/Beautiful (2001),Drama|Romance
Pootie Tang (2001),Comedy
Let It Snow (1999),Comedy|Romance
"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",Comedy|Drama
Down From the Mountain (2000),Documentary
Russian Doll (2000),Comedy|Romance
Sexy Beast (2000),Crime|Drama
"South of Heaven, West of Hell (2000)",Drama|Western
"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
"Closet, The (Placard, Le) (2001)",Comedy
Wolves (1999),Documentary|IMAX
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
Lumumba (2000),Drama
Pandaemonium (2000),Drama
Cats & Dogs (2001),Children|Comedy
Kiss of the Dragon (2001),Action
Scary Movie 2 (2001),Comedy
Lost and Delirious (2001),Drama
Rape Me (Baise-moi) (2000),Crime|Drama|Thriller
"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama
Alice (1990),Comedy|Drama|Fantasy|Romance
Another Woman (1988),Drama
Beach Blanket Bingo (1965),Comedy|Musical
Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime
"Cannonball Run, The (1981)",Action|Comedy
Cannonball Run II (1984),Action|Comedy
Speed Zone! (a.k.a. Cannonball Run III) (1989),Action|Comedy
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama
Donovan's Brain (1953),Sci-Fi
Donovan's Reef (1963),Action|Comedy|Romance
Dr. Goldfoot and the Bikini Machine (1965),Comedy
"Fall of the House of Usher, The (House of Usher) (1960)",Horror
Faust (1926),Drama|Fantasy|Horror
"Last Laugh, The (Letzte Mann, Der) (1924)",Drama
"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
Salvador (1986),Drama|Thriller|War
September (1987),Drama
Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller
Something Wild (1986),Comedy|Crime|Drama
Sons of Katie Elder (1965),Western
"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi
Village of the Giants (1965),Sci-Fi
X: The Man with the X-Ray Eyes (1963),Sci-Fi|Thriller
Cheech & Chong's Nice Dreams (1981),Comedy
"Day the Earth Caught Fire, The (1961)",Sci-Fi
"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",Horror
Things Are Tough All Over (1982),Comedy
All That Heaven Allows (1955),Drama|Romance
"Barefoot Contessa, The (1954)",Drama
"Blackout, The (1997)",Drama
Cries and Whispers (Viskningar och rop) (1972),Drama
"Entertainer, The (1960)",Drama
"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
Howling III: The Marsupials (1987),Comedy|Horror
Kiss Me Deadly (1955),Film-Noir
"Lion in Winter, The (1968)",Drama
"Misfits, The (1961)",Comedy|Drama|Romance|Western
Moby Dick (1956),Drama
Popcorn (1991),Horror
Rembrandt (1936),Drama
Sweet Smell of Success (1957),Drama|Film-Noir
Written on the Wind (1956),Drama
"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller
Colonel Redl (Oberst Redl) (1985),Drama
Obsession (1976),Mystery|Thriller
Suspiria (1977),Horror
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller
Game of Death (1978),Action
"Last Dragon, The (1985)",Action|Comedy|Drama
Outland (1981),Action|Sci-Fi|Thriller
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime
T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
Legally Blonde (2001),Comedy|Romance
"Score, The (2001)",Action|Drama
Adanggaman (2000),Drama
Bully (2001),Crime|Drama|Thriller
Jump Tomorrow (2001),Comedy|Drama|Romance
Made (2001),Comedy
Michael Jordan to the Max (2000),Documentary|IMAX
More (1998),Animation|Drama|Sci-Fi|IMAX
Thrill Ride: The Science of Fun (1997),Adventure|Documentary|IMAX
Haunted Castle (2001),Animation|Horror|IMAX
All Access (2001),Documentary|Musical|IMAX
Africa: The Serengeti (1994),Documentary|IMAX
Alaska: Spirit of the Wild (1997),Documentary|IMAX
Encounter in the Third Dimension (1999),IMAX
Siegfried & Roy: The Magic Box (1999),Documentary|IMAX
18 Again! (1988),Comedy|Fantasy
1969 (1988),Drama|War
"Accidental Tourist, The (1988)",Comedy|Drama|Romance
"Accused, The (1988)",Drama
Above the Law (1988),Action|Crime|Drama
"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
Apartment Zero (1988),Drama|Thriller
Appointment with Death (1988),Crime|Mystery
Ariel (1988),Drama
Arthur 2: On the Rocks (1988),Comedy|Romance
Bad Dreams (1988),Horror|Thriller
Bat*21 (1988),Drama|War
Beaches (1988),Comedy|Drama|Musical
"Beast of War, The (Beast, The) (1988)",Drama|War
Big Business (1988),Comedy
Big Top Pee-Wee (1988),Adventure|Children|Comedy
Biloxi Blues (1988),Comedy|Drama
Bird (1988),Drama|Musical
"Blob, The (1988)",Horror|Sci-Fi
"Boost, The (1988)",Drama
"Bright Lights, Big City (1988)",Drama
Caddyshack II (1988),Comedy
